station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
17,1/15/2012,65,25,45,27,39,20,0, ,0,0,29.36,30.09,10,18,10.2
18,1/15/2012,65,38,52,37,46,13,0, ,0,0,29.64,30.18,12.7,17,13.4
19,1/15/2012,30,10,20,15,21,45,0,SN,0.00001,0.00001,29.41,30.22,10,18,10.8
20,1/15/2012,64,41,53,36,46,12,0, ,0,0,29.44,30.17,10.4,18,10.8
1,1/16/2012,32,8,20,3,17,45,0,SN BR,0,0.05,30.29,30.43,5.1,23,7.1
2,1/16/2012,30,4,17,3,14,48,0,SN FZFG BR UP,2,0.15,29.27,30.41,8.6,24,12
3,1/16/2012,72,56,64,51,56,1,0, ,0,0,29.03,29.77,19.7,19,20
4,1/16/2012,73,60,67,59,62,0,2,BR,0,0,29.33,30.05,7.1,18,7.6
6,1/16/2012,76,59,68,61,63,0,3, ,0,0.00001,29.49,30.04,13.2,19,13.5
7,1/16/2012,68,51,60,48,53,5,0, ,0,0,28.41,29.8,20.6,19,20.9
8,1/16/2012,73,63,68.244908,61,64,0,3.244908,BR,0,0,29.72,30.6737148,11.2,18,10.9
9,1/16/2012,32,20,26,18,24,39,0, ,0,0,29.1,29.88,9.8,34,10.4
10,1/16/2012,68,42,55,44,50,10,0, ,0,0,30.42,30.44,3.1,7,5.6
11,1/16/2012,68,30,49,40,45,16,0, ,0,0,30.42,30.45,3.7,10,4.1
12,1/16/2012,67,36,52,43,48,13,0, ,0,0,30.41,30.44,2.5,12,3.7
13,1/16/2012,41,16,29,17,24,36,0,SN BR,0,0.02,23.98,29.76,1.5,32,7.1
14,1/16/2012,69,52,61,49,53,4,0, ,0,0,28.41,29.81,19.7,20,20
15,1/16/2012,30,-5,13,2,12,52,0,SN,0.00001,0.00001,30.03,30.4,2.9,19,5.1
16,1/16/2012,32,7,20,4,17,45,0,SN BR,0,0.08,30.32,30.41,5.5,25,8.8
17,1/16/2012,73,56,65,50,56,0,0, ,0,0,29.1,29.82,16.4,20,16.6
18,1/16/2012,70,61,66,57,61,0,1, ,0,0,29.42,29.96,13.3,20,13.4
19,1/16/2012,41,29,35,28,32,30,0,BR,0,0,29.01,29.81,3.6,22,8.3
20,1/16/2012,71,61,66,57,61,0,1, ,0,0,29.23,29.96,11,19,11.1
1,1/17/2012,46,32,39,34,37,26,0,RA SN BR HZ,0,0.09,29.72,29.82,4.9,21,5.9
2,1/17/2012,44,30,37,33,35,28,0,RA SN FG+ BR,1.2,0.09,28.74,29.8,13.5,23,13.8
3,1/17/2012,66,22,44,20,29,21,0, ,0,0,29.56,30.24,11.6,33,13.7
4,1/17/2012,74,44,59,46,54,6,0,BR,0,0,29.46,30.12,5.6,35,7.8
6,1/17/2012,75,43,59,48,55,6,0,DZ BR HZ,0,0.00001,29.62,30.11,8.8,1,13.9
7,1/17/2012,62,24,43,17,27,22,0, ,0,0,28.9,30.27,15.2,35,16.8
8,1/17/2012,77,46,61.744908,50,57,3.255092,0,RA BR HZ,0,0,29.73,30.6840357,3.7,35,9
9,1/17/2012,20,5,13,3,11,52,0,SN,0,0.00001,29.41,30.18,12.6,32,13.5
10,1/17/2012,76,51,64,50,56,1,0, ,0,0,30.24,30.24,4.1,22,5
11,1/17/2012,76,40,58,48,53,7,0, ,0,0,30.22,30.25,4.4,24,4.5
12,1/17/2012,75,44,60,50,54,5,0, ,0,0,30.22,30.25,3.9,22,4.2
13,1/17/2012,27,5,16,7,14,49,0,BR,0,0.00001,24.23,30.22,7.2,13,8
14,1/17/2012,62,25,44,17,28,21,0, ,0,0,28.89,30.25,16.4,35,17.9
15,1/17/2012,39,27,33,31,33,32,0,RA SN FG BR,1.4,0.22,29.47,29.79,3.1,16,3.4
16,1/17/2012,47,31,39,35,37,26,0,RA SN BR,0,0.13,29.75,29.8,6.2,21,6.9
17,1/17/2012,66,26,46,18,30,19,0, ,0,0,29.62,30.26,7,34,8.9
18,1/17/2012,68,38,53,35,44,12,0, ,0,0,29.68,30.18,9.4,35,12
19,1/17/2012,37,13,25,M,M,40,0,RA SN BR HZ BLSN,2.3,0.16,29.16,29.935656,13.9,34,16.3
20,1/17/2012,68,38,53,35,45,12,0, ,0,0,29.47,30.16,9.2,34,13.1
1,1/18/2012,50,19,35,15,29,30,0,RA,0,0.00001,29.55,29.79,13.7,29,15.9
2,1/18/2012,46,16,31,14,25,34,0, ,0,0,28.62,29.81,17,28,19.2
3,1/18/2012,45,17,31,18,29,34,0, ,0,0,29.4,30.16,5.9,18,6.5
4,1/18/2012,66,36,51,30,M,14,0, ,0,0,29.47,30.2,0.2,11,3.7
6,1/18/2012,64,35,50,31,41,15,0, ,0,0,29.65,30.2,1.6,2,7.6
7,1/18/2012,46,21,34,18,29,31,0, ,0,0,28.71,30.14,10.4,19,11.6
8,1/18/2012,63,36,49.744908,35,43,15.255092,0, ,0,0,29.85,30.8078865,1.3,35,5
9,1/18/2012,26,-1,13,4,11,52,0,SN,0,0.00001,29.13,29.95,6.6,21,13.8
10,1/18/2012,64,53,59,54,57,6,0,RA BR,0,0.12,30.03,30.05,4.5,24,6.5
11,1/18/2012,63,46,55,54,55,10,0,RA BR,0,0.06,30.02,30.05,4.3,24,6.4
12,1/18/2012,64,50,57,54,56,8,0,RA BR,0,0.05,30.02,30.06,4.6,25,6.2
13,1/18/2012,45,14,29.744908,14,28,35.255092,0, ,0,0,24.05,29.9,4.7,19,10
14,1/18/2012,46,17,32,18,28,33,0, ,0,0,28.71,30.15,7.5,19,9
15,1/18/2012,45,13,29,13,24,36,0, ,0,0.00001,29.31,29.79,15,29,17
16,1/18/2012,51,18,35,16,29,30,0, ,0,0.01,29.58,29.76,14.3,29,16.2
17,1/18/2012,46,17,32,17,28,33,0, ,0,0,29.47,30.19,3.4,18,4.2
18,1/18/2012,55,30,43,26,37,22,0, ,0,0,29.64,30.19,2.5,14,5.5
19,1/18/2012,24,6,15,7,14,50,0, ,0,0,29.27,30.09,7.8,22,9.7
20,1/18/2012,55,28,42,26,37,23,0, ,0,0,29.42,30.18,1.9,11,4.6
1,1/19/2012,31,13,22,11,20,43,0,SN BR,0,0.02,30.03,30.18,1.4,4,2.9
2,1/19/2012,26,10,18,9,16,47,0,SN BR,1.3,0.14,29.02,30.13,2,12,6.8
3,1/19/2012,54,28,41,26,34,24,0, ,0,0,29.16,29.93,3.8,1,6.8
4,1/19/2012,80,45,63,49,55,2,0, ,0,0,29.21,29.93,4,20,4.3
6,1/19/2012,77,46,62,50,54,3,0, ,0,0,29.38,29.93,9.6,20,9.7
7,1/19/2012,52,28,40,27,34,25,0, ,0,0,28.48,29.9,2.3,34,10.2
8,1/19/2012,72,48,60.244908,52,56,4.755092,0,BR,0,0,29.59,30.5395431,7.3,20,7.8
9,1/19/2012,4,-11,-3,-15,-4,68,0, ,0,0,29.39,30.21,7.8,30,8.6
10,1/19/2012,65,44,55,33,45,10,0, ,0,0,30.1,30.14,3.5,36,6.9
11,1/19/2012,65,32,49,30,40,16,0, ,0,0,30.09,30.14,0.7,35,2.9
12,1/19/2012,64,34,49,33,42,16,0, ,0,0,30.08,30.14,2.3,35,3.5
13,1/19/2012,60,33,47,25,38,18,0, ,0,0,23.95,29.66,2.2,13,7.5
14,1/19/2012,54,30,42,27,35,23,0, ,0,0,28.48,29.9,4,36,9.4
15,1/19/2012,27,3,15,9,15,50,0,SN BR,1.3,0.2,29.78,30.16,1.5,14,3.7
16,1/19/2012,34,11,23,12,21,42,0,SN BR,0,0.00001,30.06,30.15,2.9,12,7.1
17,1/19/2012,55,25,40,25,34,25,0, ,0,0,29.22,29.94,3.8,3,5.7
18,1/19/2012,73,40,57,37,46,8,0, ,0,0,29.33,29.87,3.8,14,5.4
19,1/19/2012,25,0,13,-5,6,52,0, ,0.2,0.00001,29.29,30.05,12.6,29,14
20,1/19/2012,73,40,57,37,47,8,0, ,0,0,29.12,29.87,2.9,19,5.2
1,1/20/2012,31,19,25,12,23,40,0,SN BR,0,0.08,29.9,30.11,6,29,6.7
2,1/20/2012,27,15,21,11,19,44,0,SN BR,1,0.01,28.92,30.09,9.3,28,10
3,1/20/2012,41,23,32,26,30,33,0,FZDZ BR,0,0.00001,29.13,29.85,8.8,34,9.2
4,1/20/2012,74,57,66,58,60,0,1,FG+ FG BR HZ,0,0,29.14,29.83,3.8,19,4.6
6,1/20/2012,75,50,63,60,61,2,0,FG+ FG BCFG BR,0,0,29.3,29.83,7.6,20,7.7
7,1/20/2012,47,27,37,24,31,28,0,BR HZ,0,0,28.46,29.84,9.8,36,11.5
8,1/20/2012,77,61,69.244908,61,64,0,4.244908,BR HZ,0,0,29.49,30.4363341,8.9,19,9
9,1/20/2012,11,-1,5,-1,4,60,0,SN,0,0.01,29.43,30.23,1,14,2.9
10,1/20/2012,75,45,60,46,53,5,0, ,0,0,30.12,30.15,5.8,18,6.2
11,1/20/2012,75,36,56,42,49,9,0, ,0,0,30.11,30.15,5.5,17,5.8
12,1/20/2012,76,38,57,46,52,8,0, ,0,0,30.11,30.16,5,18,5.5
13,1/20/2012,53,34,44,23,35,21,0, ,0,0,24.06,29.76,2.3,29,9.1
14,1/20/2012,48,28,38,24,32,27,0, ,0,0,28.45,29.82,9.4,36,11.7
15,1/20/2012,25,6,16,8,16,49,0,SN FG+ FZFG BR,1.2,0.06,29.67,30.1,5.5,30,5.9
16,1/20/2012,32,18,25,14,23,40,0,SN BR,0,0.05,29.93,30.08,6.7,30,8.4
17,1/20/2012,44,26,35,26,31,30,0,BR HZ,0,0,29.19,29.86,6,1,6.9
18,1/20/2012,78,47,63,51,56,2,0,FG+ BR,0,0,29.24,29.75,4.9,19,10.5
19,1/20/2012,14,-1,7,M,M,58,0,SN BR,2,0.25,29.41,30.192306,6.5,33,6.8
20,1/20/2012,78,43,61,52,56,4,0,BR,0,0,29.05,29.75,5.1,19,8.9
1,1/21/2012,20,13,17,9,16,48,0,SN,0,0.12,30.08,30.26,5.9,1,6
2,1/21/2012,17,12,15,9,14,50,0,SN FZFG BR,4.3,0.31,29.04,30.2,6.4,3,6.7
3,1/21/2012,43,18,31,19,26,34,0, ,0,0,29.26,30.04,3.3,3,9.2
4,1/21/2012,61,43,52,41,46,13,0,BR,0,0,29.26,29.96,2.7,1,4.8
6,1/21/2012,58,43,51,42,47,14,0,FG+,0,0,29.42,29.96,6.6,36,7.6
7,1/21/2012,43,19,31,16,26,34,0, ,0,0,28.56,30,2,8,12.7
8,1/21/2012,70,48,59.244908,48,52,5.755092,0,BR HZ,0,0,29.58,30.5292222,4.3,34,6.5
9,1/21/2012,23,-2,11,4,9,54,0,BR,0,0,29.28,30.13,9.3,15,9.4
10,1/21/2012,73,58,66,53,58,0,1, ,0,0,30.06,30.09,7.2,19,7.7
11,1/21/2012,74,50,62,52,57,3,0, ,0,0,30.05,30.09,6.9,21,7.3
12,1/21/2012,73,50,62,53,58,3,0, ,0,0,30.05,30.09,6.8,20,7.2
13,1/21/2012,64,34,49,23,37,16,0,SN,0,0.00001,23.75,29.44,13.9,20,16.5
14,1/21/2012,43,21,32,16,26,33,0, ,0,0,28.56,30,3,4,10.8
15,1/21/2012,18,0,9,6,11,56,0,SN BR,1.2,0.13,29.84,30.26,2.6,35,2.9
16,1/21/2012,21,15,18,9,16,47,0,SN FZFG,0,0.12,30.1,30.22,7.4,35,7.5
17,1/21/2012,42,20,31,17,27,34,0, ,0,0,29.33,30.05,3.4,3,7.5
18,1/21/2012,51,37,44,33,39,21,0, ,0,0,29.44,29.97,5.7,36,9.7
19,1/21/2012,27,6,17,9,15,48,0,SN,0.00001,0.00001,29.43,30.23,2.1,32,6.6
20,1/21/2012,51,38,45,33,40,20,0, ,0,0,29.23,29.96,6.6,36,9.4
1,1/22/2012,28,7,18,12,18,47,0, ,0,0.00001,30.34,30.54,3.4,4,3.7
2,1/22/2012,28,11,20,11,17,45,0, ,0,0,29.31,30.5,4,4,6
3,1/22/2012,71,42,57,37,45,8,0,BR HZ DU,0,0,28.89,29.6,11,20,18.5
4,1/22/2012,76,50,63,53,57,2,0,BR HZ,0,0,29.13,29.82,1.8,19,4.6
6,1/22/2012,74,43,59,55,56,6,0,DZ BR,0,0.00001,29.29,29.81,6.4,19,7.2
7,1/22/2012,68,35,52,34,42,13,0,BR HZ BLDU,0,0,28.27,29.63,13.5,21,22.1
8,1/22/2012,79,52,65.744908,57,60,0,0.744908,FG+ BR HZ,0,0,29.47,30.4156923,3,19,3.3
9,1/22/2012,27,21,24,21,23,41,0,BR,0,0,28.84,29.65,7.1,13,8.6
10,1/22/2012,75,57,66,58,61,0,1,BR,0,0.00001,30.08,30.12,2.4,6,5
11,1/22/2012,69,55,62,59,60,3,0,RA FG+ FG BR,0,0.01,30.08,30.13,3.4,5,6.4
12,1/22/2012,73,52,63,59,60,2,0,BR,0,0,30.07,30.13,2.7,6,5.5
13,1/22/2012,45,26,36,12,29,29,0, ,0,0.00001,23.93,29.6,10.5,31,14.6
14,1/22/2012,70,34,52,M,M,13,0,BR HZ DU SQ,0,0,28.27,29.584555,12.4,23,22
15,1/22/2012,24,-7,9,4,10,56,0, ,0,0,30.11,30.54,0.7,12,0.9
16,1/22/2012,29,10,20,12,19,45,0, ,0,0,30.36,30.51,4.1,1,5.2
17,1/22/2012,72,42,57,37,46,8,0,HZ DU,0,0,28.95,29.63,11.7,20,15
18,1/22/2012,80,46,63,43,52,2,0,BR DU,0,0,29.24,29.75,7.5,22,14.9
19,1/22/2012,37,21,29,M,M,36,0,DZ FZDZ BR,0,0.07,29,29.7714,11.6,17,11.9
20,1/22/2012,80,44,62,42,52,3,0,BR HZ,0,0,29.05,29.75,6.3,23,12.9
1,1/23/2012,48,27,38,30,34,27,0,RA BR,0,0.12,30.15,30.25,0.8,7,2.2
2,1/23/2012,47,24,36,29,31,29,0,RA SN FG+ FG BR,0.00001,0.17,29.14,30.22,2.5,12,3.8
3,1/23/2012,59,32,46,24,37,19,0, ,0,0,29.29,30,6.2,27,7.3
4,1/23/2012,67,48,58,37,47,7,0, ,0,0,M,M,2.3,1,4.4
6,1/23/2012,66,40,53,38,45,12,0, ,0,0,29.52,30.04,5.8,2,6.3
7,1/23/2012,57,31,44,24,36,21,0,BLDU,0,0,28.64,30.02,3.2,23,7.5
8,1/23/2012,63,46,54.744908,39,48,10.255092,0,BR,0,0,29.67,30.6221103,3.6,2,3.8
9,1/23/2012,28,21,25,19,23,40,0,SN BR HZ,0,0.05,28.95,29.71,13.2,30,13.8
10,1/23/2012,79,61,70,59,63,0,5,FG+ FG BR,0,0,30.09,30.11,2.9,16,4.7
11,1/23/2012,79,57,68,58,61,0,3,FG+ FG,0,0,30.08,30.11,3.1,16,5.1
12,1/23/2012,80,57,69,60,62,0,4,FG+ FG BR,0,0,30.08,30.12,2.9,18,5
13,1/23/2012,48,25,37,14,28,28,0, ,0,0,24.05,29.85,6.8,15,8.2
14,1/23/2012,57,34,46,24,36,19,0, ,0,0,28.64,29.97176,2.7,25,6.7
15,1/23/2012,32,20,26,25,27,39,0,FZRA SN BR UP,0,0.31,29.91,30.24,0.6,30,1.8
16,1/23/2012,47,26,37,33,36,28,0,RA BR,0,0.14,30.17,30.23,5.4,15,5.9
17,1/23/2012,59,29,44,24,36,21,0,DU,0,0,29.36,30.03,2.5,29,2.6
18,1/23/2012,62,39,51,32,43,14,0, ,0,0,29.54,30.05,1,36,3.8
19,1/23/2012,42,29,36,28,32,29,0,RA BR,0.00001,0.24,28.81,29.57,11.3,25,14
20,1/23/2012,63,40,52,32,42,13,0, ,0,0,29.33,30.04,2.4,1,6.2
1,1/24/2012,55,41,48,39,44,17,0,BR,0,0.00001,29.73,29.92,6.8,25,8.3
2,1/24/2012,50,35,43,38,42,22,0,BR,0,0.03,28.8,29.93,11.1,26,12.6
3,1/24/2012,65,30,48,26,40,17,0,RA,0,0.07,29.36,30.07,8,14,8.3
4,1/24/2012,68,47,58,52,55,7,0,RA BR,0.00001,0.4,29.19,29.92,2.2,11,3.5
6,1/24/2012,69,40,55,54,56,10,0,RA BR,0,0.15,29.34,29.9,2.8,9,5.1
7,1/24/2012,64,43,54,31,42,11,0,RA BR,0,0.82,28.64,30.01,12.3,14,14.2
8,1/24/2012,70,46,58.244908,56,58,6.755092,0,TS RA BR HZ,0,0.12,29.56,30.5085804,4.3,13,4.7
9,1/24/2012,24,13,19,16,20,46,0,SN BR HZ,0,0.00001,29.46,30.21,3.6,27,5.7
10,1/24/2012,81,62,72,59,63,0,7,BCFG BR,0,0,30.11,30.15,2.7,15,4.4
11,1/24/2012,82,54,68,57,60,0,3, ,0,0,30.1,30.15,1.2,19,3.4
12,1/24/2012,80,57,69,59,61,0,4,BR,0,0,30.09,30.15,1.1,16,3.1
13,1/24/2012,35,22,29,23,28,36,0,SN BR,0,0.00001,24.24,30.09,2.5,33,4.6
14,1/24/2012,65,34,50,32,41,15,0,RA BR,0,1.52,28.62,30.01,11.4,13,13.1
15,1/24/2012,49,31,40,32,35,25,0,FG+ FG FZFG BR,0,0.01,29.51,29.92,3.6,28,3.7
16,1/24/2012,55,41,48,40,45,17,0,RA BR,0,0.01,29.77,29.9,6.7,26,8.7
17,1/24/2012,64,27,46,25,38,19,0,RA,0,0.22,29.42,30.1,5.2,14,5.9
18,1/24/2012,69,42,56,39,47,9,0,TSRA RA BR,0,1.44,29.44,29.98,10.1,10,10.6
19,1/24/2012,32,22,27,19,25,38,0,BR,0,0,29.44,30.18,8,28,8.5
20,1/24/2012,69,36,53,40,47,12,0,RA BR VCTS,0,1.75,29.23,29.97,9.7,10,10.8
1,1/25/2012,42,35,39,23,32,26,0, ,0,0,29.97,30.15,8.2,28,8.7
2,1/25/2012,36,31,34,23,29,31,0, ,0,0,29.03,30.16,11.5,29,11.9
3,1/25/2012,49,41,45,41,43,20,0,RA DZ BR,0,0.52,29.25,30,7,2,7.8
4,1/25/2012,70,50,60,52,54,5,0,TS TSRA BR,0,3.14,29.18,29.85,5.1,33,6.9
6,1/25/2012,70,51,61,52,54,4,0,TS TSRA BR,0,5.67,29.34,29.85,6.5,32,9.7
7,1/25/2012,49,37,43,40,42,22,0,RA BR,0,0.24,28.59,30,10.9,1,11.8
8,1/25/2012,72,52,62.244908,53,55,2.755092,0,TSRA RA DZ VCTS,0,3,29.47,30.4156923,1.9,33,10.2
9,1/25/2012,33,23,28,24,27,37,0,SN BR HZ,0,0.00001,29.28,30.1,8.4,16,8.8
10,1/25/2012,77,61,69,61,63,0,4,FG+ BR,0,0,30.14,30.17,3.4,9,3.6
11,1/25/2012,76,51,64,58,60,1,0,FG+ FG BR,0,0,30.14,30.18,3.9,8,4.3
12,1/25/2012,75,54,65,60,61,0,0,FG+ FG BR,0,0,30.14,30.18,3.5,9,4
13,1/25/2012,61,21,41,16,32,24,0, ,0,0,24.24,30.08,8.2,28,12.5
14,1/25/2012,51,38,45,40,42,20,0,RA BR,0,0.71,28.56,29.98,12.6,1,14
15,1/25/2012,37,31,34,23,30,31,0, ,0,0,29.73,30.14,8.9,29,9.2
16,1/25/2012,43,33,38,24,32,27,0, ,0,0,29.99,30.12,8.6,29,9.2
17,1/25/2012,50,44,47,40,43,18,0,RA BR,0,0.49,29.31,30.02,6.8,2,7.1
18,1/25/2012,52,47,50,46,47,15,0,TSRA RA BR,0,3.06,29.34,29.88,10.2,36,11.6
19,1/25/2012,35,22,29,24,28,36,0,BR HZ,0,0,29.44,30.24,3.7,18,4
20,1/25/2012,53,48,51,45,47,14,0,RA BR VCTS,0,2.61,29.15,29.87,11.1,35,12.5
1,1/26/2012,43,32,38,23,31,27,0,RA FZRA SN BR UP,0,0.15,30,30.16,1.7,35,4.2
2,1/26/2012,38,28,33,28,31,32,0,FZRA SN FG+ FZFG BR UP,0.00001,0.2,29.02,30.12,1.7,12,5
3,1/26/2012,62,39,51,31,41,14,0, ,0,0,29.2,29.92,9.5,34,9.9
4,1/26/2012,70,47,59,41,49,6,0, ,0,0,29.32,30,3.4,31,4.6
6,1/26/2012,69,39,54,42,49,11,0, ,0,0,29.49,29.99,6.5,30,7.1
7,1/26/2012,54,30,42,33,38,23,0,BR,0,0,28.59,29.98,5.7,33,7.1
8,1/26/2012,66,45,55.744908,42,49,9.255092,0, ,0,0,29.63,30.5808267,4.9,30,5.5
9,1/26/2012,40,22,31,24,28,34,0,BR,0,0,29,29.79,3.8,28,8.2
10,1/26/2012,81,63,72,61,65,0,7,0IFG,0,0.01,30.01,30.02,6.6,17,6.9
11,1/26/2012,81,54,68,60,62,0,3,FG+ BR,0,0,30,30.02,5.8,17,6.1
12,1/26/2012,82,56,69,62,64,0,4,FG BR,0,0,30,30.03,5.9,17,6.3
13,1/26/2012,54,32,43,17,33,22,0, ,0,0,24.16,29.91,1.8,23,8.4
14,1/26/2012,55,33,44,33,38,21,0,BR,0,0,28.58,29.97,7.9,33,9
15,1/26/2012,39,28,34,22,29,31,0,FZRA SN BR UP,0.5,0.13,29.77,30.14,2.2,30,4.8
16,1/26/2012,42,30,36,26,31,29,0,RA SN BR,0,0.21,30.03,30.13,0.8,1,4.1
17,1/26/2012,62,30,46,31,41,19,0, ,0,0,29.26,29.95,5.3,36,6
18,1/26/2012,62,44,53,41,46,12,0,RA DZ BR,0,0.23,29.44,29.95,8.2,32,8.8
19,1/26/2012,38,31,35,M,M,30,0,BR,0,0,29.02,29.791932,3.7,22,6.2
20,1/26/2012,61,46,54,41,46,11,0,RA BR,0,0.19,29.24,29.94,10.5,30,11.2
1,1/27/2012,45,34,40,36,38,25,0,RA BR,0,1.14,29.46,29.57,3.2,36,7.5
2,1/27/2012,40,31,36,33,34,29,0,RA FZRA FG+ FG BR UP,0.00001,0.69,28.48,29.56,5.6,32,12
3,1/27/2012,64,30,47,30,40,18,0, ,0,0,29.26,29.96,1.8,21,11.1
4,1/27/2012,71,38,55,42,49,10,0, ,0,0,29.34,30.03,2.8,19,4.3
6,1/27/2012,71,32,52,43,47,13,0, ,0,0,29.51,30.03,6.2,19,7.1
7,1/27/2012,62,34,48,31,40,17,0, ,0,0,28.61,29.96,4.3,24,16.6
8,1/27/2012,70,37,53.744908,43,49,11.255092,0, ,0,0,29.68,30.6324312,5.7,17,5.7
9,1/27/2012,36,17,27,22,26,38,0,SN BR UP HZ,0,0.02,29.07,29.84,4.7,26,9.9
10,1/27/2012,73,58,66,54,60,0,1,RA DZ BR,0,0.08,29.9,29.94,8.8,24,11.8
11,1/27/2012,73,46,60,53,58,5,0,RA BR,0,0.02,29.88,29.94,9.2,25,11.9
12,1/27/2012,74,52,63,55,60,2,0,RA BR,0,0.07,29.88,29.94,7.5,25,10
13,1/27/2012,43,18,31,17,25,34,0,SN BR,0,0.00001,24.29,30.14,3.3,36,8.6
14,1/27/2012,62,35,49,32,40,16,0, ,0,0,28.61,29.96,3.2,27,17.2
15,1/27/2012,38,31,35,33,34,30,0,RA FZRA BR,0,1.2,29.25,29.58,3.3,31,4.9
16,1/27/2012,45,33,39,38,40,26,0,RA FG BR,0,1.15,29.48,29.54,2.7,35,7.4
17,1/27/2012,64,27,46,29,39,19,0, ,0,0,29.33,29.98,2.1,22,7.5
18,1/27/2012,67,36,52,39,46,13,0, ,0,0,29.49,29.98,3.7,20,9.4
19,1/27/2012,42,31,37,23,31,28,0,SN BR HZ,0.1,0.00001,29.1,29.86,7.8,27,10
20,1/27/2012,68,35,52,38,46,13,0, ,0,0,29.28,29.98,4.2,20,10.4
1,1/28/2012,48,32,40,27,35,25,0, ,0,0,29.68,29.88,5.5,25,8
2,1/28/2012,43,31,37,26,32,28,0,SN,0.00001,0.00001,28.74,29.88,8.8,25,11.1
3,1/28/2012,51,27,39,19,32,26,0, ,0,0,29.67,30.39,4.2,28,6.8
4,1/28/2012,59,41,50,28,41,15,0, ,0,0,29.68,30.37,7.9,2,8.5
6,1/28/2012,60,34,47,31,41,18,0, ,0,0,29.85,30.36,14.6,2,14.9
7,1/28/2012,48,27,38,22,31,27,0, ,0,0,29.02,30.42,3.7,27,6.9
8,1/28/2012,61,43,52.244908,34,44,12.755092,0, ,0,0,29.96,30.9214164,8.2,1,8.5
9,1/28/2012,28,19,24,15,21,41,0,SN BR,0,0.00001,29.21,29.98,9.9,27,10.2
10,1/28/2012,72,47,60,43,51,5,0, ,0,0,30.09,30.14,2.2,29,3.4
11,1/28/2012,71,39,55,40,46,10,0, ,0,0,30.09,30.14,2.6,30,2.7
12,1/28/2012,71,42,57,43,49,8,0,BR,0,0,30.08,30.14,2.7,33,3.3
13,1/28/2012,45,15,30,5,22,35,0, ,0,0,24.36,30.32,2.6,19,5.7
14,1/28/2012,49,29,39,22,31,26,0, ,0,0,29.01,30.41,3.8,31,7.2
15,1/28/2012,44,32,38,25,33,27,0,RA,0,0.00001,29.44,29.85,4.8,28,8.1
16,1/28/2012,45,32,39,27,35,26,0, ,0,0,29.72,29.86,5.6,24,9
17,1/28/2012,51,25,38,18,31,27,0, ,0,0,29.73,30.41,1.9,32,3.3
18,1/28/2012,53,36,45,26,37,20,0, ,0,0,29.91,30.4,8.8,36,9.1
19,1/28/2012,37,26,32,18,26,33,0,SN BR,0.5,0.05,29.18,29.92,14.2,26,15.1
20,1/28/2012,53,34,44,24,37,21,0, ,0,0,29.69,30.39,9.7,1,10.1
1,1/29/2012,43,31,37,15,30,28,0, ,0,0,29.83,30.01,10.4,25,11.4
2,1/29/2012,37,30,34,14,27,31,0, ,0.00001,0.00001,28.88,30.01,13.3,25,13.7
3,1/29/2012,61,33,47,24,37,18,0, ,0,0,29.53,30.28,8,20,8.5
4,1/29/2012,63,34,49,31,41,16,0, ,0,0,29.68,30.41,0.6,16,2
6,1/29/2012,63,29,46,33,40,19,0, ,0,0,29.85,30.4,1,15,3.5
7,1/29/2012,57,31,44,28,37,21,0, ,0,0,28.87,30.29,13.1,21,13.2
8,1/29/2012,63,37,50.244908,33,42,14.755092,0, ,0,0,30.04,31.0039836,1.5,16,2
9,1/29/2012,23,13,18,8,16,47,0, ,0,0.00001,29.34,30.14,4.5,29,8.8
10,1/29/2012,66,46,56,42,49,9,0, ,0,0,30.26,30.3,7,1,8.3
11,1/29/2012,65,37,51,40,45,14,0, ,0,0,30.26,30.31,4,3,5
12,1/29/2012,63,41,52,42,47,13,0, ,0,0,30.24,30.31,4.4,3,5.1
13,1/29/2012,53,26,40,15,32,25,0, ,0,0,24.31,30.16,7,25,8.9
14,1/29/2012,58,27,43,27,35,22,0, ,0,0,28.87,30.3,10.8,20,11.2
15,1/29/2012,40,21,31,15,27,34,0, ,0,0,29.57,29.97,8.5,26,9
16,1/29/2012,42,31,37,16,30,28,0, ,0,0,29.86,29.99,9.6,25,10.4
17,1/29/2012,61,24,43,23,35,22,0, ,0,0,29.59,30.31,4.4,21,4.5
18,1/29/2012,61,31,46,29,39,19,0, ,0,0,29.83,30.37,4.6,19,5.1
19,1/29/2012,30,17,24,14,21,41,0,SN BR,1.7,0.07,29.33,30.1,7.9,28,9.2
20,1/29/2012,61,31,46,26,39,19,0, ,0,0,29.62,30.36,4.4,18,5
1,1/30/2012,39,25,32,15,27,33,0,SN,0,0.00001,29.91,30.12,6.6,28,7.7
2,1/30/2012,34,23,29,15,25,36,0, ,0.00001,0.00001,28.95,30.11,10.7,28,12.4
3,1/30/2012,67,41,54,37,46,11,0, ,0,0,29.3,30.05,16.3,18,16.4
4,1/30/2012,64,41,53,48,51,12,0,RA BR,0,0.2,29.5,30.24,2.5,18,3.9
6,1/30/2012,65,33,49,48,50,16,0,RA BR,0,0.38,29.67,30.24,4.9,18,5.1
7,1/30/2012,65,42,54,38,46,11,0, ,0,0,28.62,30.03,19.5,19,19.8
